iter	Passed	Remaining
0	1200	1198943
1	2478	1236997
2	3836	1274930
3	5097	1269234
4	6442	1281985
5	7615	1261591
6	8827	1252177
7	10085	1250597
8	11123	1224867
9	12346	1222285
10	13622	1224793
11	14759	1215239
12	15814	1200657
13	17114	1205363
14	18285	1200774
15	19512	1200040
16	20908	1209013
17	22319	1217676
18	22868	1180719
19	24013	1176638
20	25224	1175932
21	26598	1182432
22	28037	1190989
23	29321	1192419
24	30632	1194685
25	32081	1201828
26	33390	1203293
27	34652	1202935
28	35731	1196398
29	36973	1195492
30	38341	1198466
31	39541	1196132
32	40812	1195943
33	42014	1193705
34	43268	1192972
35	44345	1187466
36	45739	1190461
37	47020	1190352
38	48266	1189345
39	49501	1188030
40	50901	1190594
41	52305	1193062
42	53455	1189704
43	54712	1188745
44	56084	1190240
45	57470	1191885
46	58745	1191155
47	60100	1191989
48	61448	1192610
49	62760	1192447
50	64111	1192985
51	65207	1188789
52	66501	1188241
53	67774	1187302
54	69149	1188111
55	70464	1187822
56	71661	1185555
57	72910	1184172
58	74058	1181164
59	75317	1179974
60	76595	1179070
61	77696	1175470
62	79048	1175694
63	80294	1174313
64	81505	1172426
65	82793	1171659
66	84052	1170462
67	85162	1167232
68	86354	1165154
69	87537	1162998
70	88612	1159448
71	89827	1157773
72	91091	1156741
73	92250	1154372
74	93459	1152668
75	94035	1143277
76	95096	1139926
77	96243	1137652
78	96579	1125944
79	97813	1124851
80	99009	1123326
81	100224	1122026
82	101397	1120259
83	102600	1118836
84	103815	1117537
85	105050	1116467
86	106117	1113620
87	107408	1113141
88	108666	1112307
89	109810	1110308
90	110854	1107329
91	111946	1104858
92	113114	1103173
93	114325	1101904
94	115473	1100038
95	116598	1097972
96	117859	1097186
97	119090	1096116
98	120292	1094780
99	121533	1093803
100	122643	1091652
101	123930	1091072
102	125054	1089070
103	126305	1088168
104	127537	1087107
105	128647	1085005
106	129759	1082942
107	131032	1082230
108	132269	1081211
109	133477	1079952
110	134717	1078955
111	135915	1077616
112	137116	1076303
113	138150	1073693
114	139431	1073018
115	140722	1072401
116	141958	1071358
117	143309	1071178
118	144634	1070778
119	145850	1069573
120	147107	1068657
121	148297	1067253
122	149470	1065740
123	150812	1065419
124	151844	1062912
125	153000	1061287
126	154217	1060096
127	155522	1059496
128	156799	1058697
129	157985	1057284
130	159243	1056357
131	160557	1055786
132	161780	1054612
133	163018	1053534
134	164186	1052010
135	165421	1050915
136	166636	1049688
137	167729	1047698
138	168784	1045495
139	169971	1044112
140	171324	1043742
141	172559	1042646
142	173720	1041109
143	174542	1037559
144	175968	1037607
145	176775	1034012
146	178110	1033523
147	179240	1031845
148	180431	1030519
149	181542	1028740
150	182891	1028312
151	184214	1027723
152	185409	1026415
153	186624	1025223
154	187804	1023838
155	189149	1023345
156	190443	1022570
157	191760	1021914
158	192918	1020403
159	194366	1020424
160	195502	1018796
161	196792	1017977
162	198128	1017383
163	199329	1016092
164	200555	1014932
165	201762	1013676
166	202905	1012098
167	204181	1011184
168	205553	1010740
169	206692	1009143
170	207927	1008021
171	209321	1007664
172	210498	1006257
173	211905	1005940
174	213259	1005365
175	214383	1003703
176	214897	999214
177	216093	997913
178	217410	997173
179	218673	996180
180	219815	994633
181	220958	993098
182	222306	992484
183	223591	991578
184	224990	991174
185	226241	990109
186	227466	988932
187	228646	987559
188	229851	986295
189	231253	985870
190	232530	984905
191	233635	983216
192	234899	982197
193	236031	980627
194	237346	979815
195	238616	978815
196	239788	977413
197	241113	976631
198	242283	975220
199	243623	974494
200	244909	973543
201	246035	971962
202	247279	970844
203	248236	968607
204	249543	967742
205	250860	966908
206	252066	965646
207	253126	963828
208	254312	962494
209	255434	960920
210	256451	958958
211	257697	957856
212	258873	956495
213	260200	955691
214	261547	954951
215	262661	953363
216	263763	951736
217	264972	950498
218	266005	948631
219	267156	947190
220	268219	945442
221	269456	944310
222	270873	943804
223	272140	942773
224	273302	941373
225	274529	940203
226	275847	939339
227	277072	938157
228	278391	937292
229	279611	936091
230	280993	935428
231	282041	933653
232	283368	932803
233	284675	931885
234	285829	930465
235	287086	929382
236	288245	927980
237	289519	926948
238	290879	926190
239	292146	925130
240	293240	923526
241	294563	922640
242	295750	921328
243	297023	920286
244	298197	918935
245	299302	917372
246	300370	915704
247	301529	914314
248	302563	912549
249	303651	910955
250	304935	909948
251	306150	908732
252	307356	907489
253	308640	906480
254	309819	905158
255	311048	903985
256	312242	902710
257	313336	901145
258	314533	899880
259	315837	898923
260	317078	897783
261	318317	896636
262	319574	895537
263	320717	894122
264	322011	893125
265	323189	891809
266	324452	890725
267	325755	889750
268	326632	887615
269	327985	886775
270	329031	885107
271	330192	883750
272	331240	882095
273	332493	880986
274	333767	879933
275	334998	878763
276	336160	877414
277	337456	876417
278	338678	875222
279	339814	873809
280	341081	872731
281	342358	871679
282	343742	870895
283	345140	870143
284	346436	869129
285	347661	867937
286	348901	866783
287	350066	865441
288	351425	864579
289	352583	863222
290	353874	862188
291	355133	861077
292	356299	859740
293	357394	858232
294	358667	857154
295	360003	856224
296	361234	855043
297	362498	853938
298	363815	852958
299	365055	851796
300	366385	850842
301	367802	850087
302	369053	848944
303	370213	847594
304	371403	846311
305	372572	844984
306	373805	843801
307	375103	842765
308	376321	841548
309	377435	840098
310	378493	838527
