iter	Passed	Remaining
0	1361	1360234
1	2620	1307511
2	4049	1345923
3	5399	1344497
4	6585	1310551
5	7814	1294569
6	9192	1304022
7	10358	1284462
8	11556	1272476
9	12885	1275627
10	14155	1272706
11	15368	1265358
12	16563	1257519
13	17718	1247884
14	18874	1239409
15	20099	1236144
16	20553	1188487
17	21967	1198433
18	22984	1186706
19	24225	1187027
20	25478	1187784
21	26719	1187807
22	28148	1195688
23	29392	1195286
24	30185	1177226
25	31390	1175941
26	32420	1168320
27	33648	1168080
28	34757	1163778
29	35966	1162920
30	37105	1159850
31	38349	1160075
32	39617	1160919
33	40945	1163341
34	42304	1166386
35	43083	1153681
36	44231	1151218
37	45479	1151360
38	46781	1152741
39	48030	1152720
40	49363	1154633
41	50589	1153923
42	51735	1151413
43	52944	1150333
44	54322	1152843
45	55562	1152319
46	56742	1150551
47	57965	1149642
48	59140	1147813
49	60330	1146274
50	61571	1145704
51	62796	1144820
52	63841	1140722
53	64323	1126857
54	65609	1127292
55	66791	1125921
56	68103	1126696
57	69425	1127572
58	70654	1126880
59	71755	1124177
60	73044	1124412
61	74402	1125637
62	75607	1124512
63	76744	1122384
64	78017	1122245
65	79113	1119579
66	80015	1114246
67	81218	1113174
68	82630	1114907
69	83795	1113284
70	85016	1112399
71	85831	1106271
72	87104	1106112
73	88475	1107145
74	89669	1105926
75	90955	1105829
76	92145	1104550
77	93435	1104452
78	94778	1104953
79	96009	1104109
80	96876	1099134
81	98061	1097812
82	99065	1094492
83	100277	1093499
84	101034	1087609
85	102217	1086362
86	103426	1085387
87	104619	1084241
88	105924	1084243
89	107195	1083866
90	107810	1076917
91	109056	1076344
92	110244	1075179
93	111542	1075078
94	112703	1073646
95	113995	1073453
96	115332	1073662
97	116505	1072322
98	117780	1071920
99	118902	1070121
100	120259	1070430
101	121418	1068957
102	122820	1069611
103	124149	1069594
104	125446	1069285
105	126591	1067670
106	127823	1066787
107	128954	1065071
108	130186	1064186
109	131388	1063056
110	132430	1060633
111	133721	1060224
112	134847	1058495
113	136170	1058306
114	137347	1056981
115	138584	1056112
116	139594	1053524
117	140875	1052986
118	142255	1053172
119	143478	1052177
120	144789	1051817
121	145975	1050548
122	147234	1049797
123	148571	1049583
124	150006	1050042
125	151254	1049180
126	152424	1047767
127	153698	1047072
128	154351	1042169
129	154748	1035621
130	155932	1034394
131	157335	1034597
132	158599	1033880
133	159787	1032658
134	160944	1031238
135	161734	1027491
136	162977	1026638
137	164165	1025436
138	165334	1024119
139	166584	1023305
140	167910	1022944
141	169098	1021737
142	170257	1020351
143	171295	1018259
144	172579	1017625
145	173869	1017017
146	175008	1015524
147	176140	1013997
148	177291	1012585
149	178543	1011746
150	179817	1011029
151	180993	1009753
152	182245	1008903
153	183556	1008368
154	184798	1007450
155	186135	1007038
156	187412	1006295
157	188658	1005385
158	189980	1004866
159	191239	1004006
160	192450	1002895
161	193721	1002092
162	194808	1000334
163	196013	999191
164	197261	998263
165	198454	997053
166	198870	991971
167	200000	990479
168	201332	989983
169	202683	989573
170	203934	988666
171	205027	986992
172	206178	985605
173	207424	984669
174	208664	983701
175	209808	982286
176	210993	981060
177	212297	980384
178	213576	979589
179	214787	978474
180	216134	977976
181	217220	976299
182	218326	974713
183	219693	974292
184	220931	973293
185	222259	972682
186	223547	971893
187	224716	970582
188	226040	969942
189	227242	968769
190	228454	967641
191	229549	966020
192	230929	965595
193	232161	964547
194	233388	963476
195	234572	962227
196	235772	961040
197	237108	960410
198	238253	959001
199	239364	957457
200	240560	956257
201	241777	955141
202	242876	953561
203	243336	949491
204	244663	948817
205	245707	947045
206	246432	944061
207	247657	943003
208	248504	940513
209	249693	939322
210	251008	938606
211	252158	937270
212	253282	935835
213	254525	934846
214	255641	933390
215	256766	931966
216	257735	929986
217	259015	929128
218	260331	928397
219	261566	927371
220	262935	926817
221	264017	925252
222	264833	922759
223	265420	919491
224	266672	918538
225	267977	917763
226	269214	916752
227	270403	915575
228	271728	914858
229	272948	913785
230	274214	912859
