iter	Passed	Remaining
0	1334	1333388
1	2489	1242281
2	3628	1206008
3	4927	1226870
4	5952	1184543
5	7082	1173344
6	8382	1189104
7	9573	1187101
8	11031	1214706
9	12321	1219869
10	13718	1233448
11	14953	1231151
12	16314	1238635
13	17641	1242471
14	18731	1230029
15	19959	1227484
16	21112	1220816
17	22282	1215609
18	23622	1219647
19	24837	1217021
20	25965	1210467
21	27329	1214933
22	28661	1217474
23	29979	1219179
24	31147	1214763
25	31812	1191756
26	33079	1192082
27	34344	1192245
28	35614	1192470
29	37022	1197053
30	38329	1198105
31	39589	1197591
32	40836	1196637
33	42175	1198267
34	43302	1193900
35	44522	1192224
36	45843	1193182
37	47074	1191717
38	48218	1188146
39	49284	1182828
40	50522	1181735
41	51771	1180876
42	52792	1174940
43	53908	1171283
44	55168	1170791
45	56307	1167768
46	57582	1167580
47	58981	1169801
48	60146	1167329
49	61296	1164625
50	62446	1161988
51	63919	1165299
52	65170	1164461
53	66456	1164218
54	67542	1160502
55	68772	1159308
56	69913	1156643
57	71133	1155311
58	72534	1156857
59	73833	1156721
60	75161	1156995
61	76174	1152451
62	77571	1153729
63	78837	1153003
64	80095	1152145
65	81471	1152946
66	82740	1152196
67	83938	1150450
68	85196	1149529
69	86294	1146479
70	87771	1148451
71	89085	1148217
72	90280	1146442
73	91554	1145663
74	92793	1144452
75	93952	1142264
76	95164	1140738
77	96508	1140781
78	97737	1139442
79	98973	1138190
80	100252	1137431
81	101391	1135085
82	102810	1135870
83	103961	1133680
84	105354	1134115
85	105759	1123999
86	106877	1121603
87	107701	1116181
88	108798	1113658
89	109928	1111500
90	111266	1111439
91	111845	1103869
92	113144	1103467
93	114471	1103312
94	115818	1103325
95	117046	1102184
96	118238	1100714
97	119397	1098942
98	120540	1097043
99	121529	1093761
100	122722	1092353
101	123878	1090618
102	125166	1090044
103	126316	1088262
104	127664	1088190
105	129048	1088391
106	130347	1087855
107	131595	1086884
108	132803	1085580
109	133923	1083565
110	134617	1078154
111	135242	1072277
112	136497	1071446
113	137748	1070569
114	139052	1070098
115	140254	1068837
116	140613	1061208
117	141939	1060936
118	143352	1061293
119	144711	1061214
120	145909	1059953
121	147146	1058972
122	148485	1058715
123	149692	1057508
124	150260	1051826
125	151293	1049448
126	152403	1047622
127	153690	1047013
128	154502	1043189
129	155718	1042114
130	157087	1042054
131	158121	1039768
132	159070	1036950
133	160386	1036527
134	161606	1035481
135	162762	1034019
136	163988	1033008
137	165148	1031577
138	166510	1031406
139	167765	1030558
140	168454	1026260
141	169687	1025293
142	170872	1024039
143	172036	1022661
144	172413	1016643
145	173505	1014886
146	174408	1012041
147	175154	1008320
148	176298	1006913
149	177390	1005212
150	178709	1004794
151	179705	1002565
152	180804	1000926
153	182072	1000218
154	183337	999487
155	184681	999175
156	185937	998378
157	187227	997758
158	188443	996736
159	189575	995268
160	190801	994298
161	192156	993995
162	193350	992847
163	194594	991959
164	195936	991559
165	197229	990898
166	198334	989295
167	199623	988610
168	200668	986719
169	201750	985017
170	203188	985049
171	204382	983885
172	205589	982788
173	206931	982329
174	208248	981741
175	209564	981145
176	210698	979689
177	212111	979525
178	213229	977995
179	213610	973115
180	214827	972062
181	216044	971011
182	217281	970048
183	218542	969187
184	219813	968367
185	221152	967839
186	222415	966973
187	223621	965854
188	224796	964604
189	225902	963056
190	227323	962850
191	228479	961518
192	229700	960455
193	230677	958381
194	232021	957833
195	233160	956434
196	234468	955725
197	235760	954950
198	237050	954156
199	238330	953322
200	239661	952685
201	241077	952375
202	242362	951543
203	243676	950817
204	244734	949091
205	245931	947912
206	246706	945114
207	247996	944294
208	249235	943277
209	250641	942890
210	251940	942088
211	253272	941409
212	254296	939582
213	255459	938274
214	256575	936799
215	257769	935609
216	258970	934440
217	260326	933831
218	261175	931405
219	262483	930624
220	263861	930080
221	265160	929255
222	266700	929265
223	267826	927827
224	268851	926044
225	269965	924572
226	271171	923416
227	272393	922315
228	273657	921353
229	274818	920044
230	276124	919218
231	277359	918156
232	278334	916234
233	279291	914261
234	280505	913134
235	281798	912261
236	282456	909344
237	283644	908138
238	284824	906909
239	285311	903486
240	286633	902717
241	287775	901378
242	289121	900679
243	290281	899395
244	291432	898086
245	291920	894747
246	293281	894094
247	294505	893017
248	295876	892383
249	297063	891189
250	297639	888174
251	298853	887073
252	300083	886016
253	301428	885298
254	302674	884284
255	303536	882152
256	304654	880772
257	305903	879769
258	307175	878829
259	308420	877811
260	309593	876589
261	310868	875652
262	312059	874479
263	313307	873462
264	314438	872122
265	315613	870903
266	316810	869746
267	318008	868589
268	319148	867275
269	320390	866239
270	321670	865306
271	322900	864233
272	324381	863828
273	325613	862757
274	326720	861353
275	328040	860513
276	329334	859599
277	330476	858287
278	331523	856732
279	332769	855693
280	333972	854542
281	335058	853092
282	336191	851763
283	336587	848579
284	337803	847472
285	339091	846542
286	340368	845583
287	341422	844072
288	342632	842946
289	343823	841775
290	344988	840537
291	346357	839799
292	347514	838542
293	348848	837711
294	350236	837005
295	351394	835748
296	352703	834851
297	354075	834097
298	355210	832783
299	356354	831494
300	357504	830217
301	358618	828859
302	359999	828118
303	361184	826922
304	362564	826172
305	363761	825001
306	364956	823827
307	366319	823029
308	367493	821805
309	368708	820674
310	369940	819578
311	371224	818596
312	372455	817497
313	373785	816613
314	374974	815421
315	376141	814180
316	377298	812916
317	378554	811869
318	379858	810919
319	381186	810020
