iter	MultiClass
0	8.042189303e-06
1	8.041020317e-06
2	8.039759242e-06
3	8.034209165e-06
4	8.033675615e-06
5	8.033373626e-06
6	8.032982172e-06
7	8.032752937e-06
8	8.031584336e-06
9	8.031380691e-06
10	8.029839221e-06
11	8.02970551e-06
12	8.02933812e-06
13	8.02854e-06
14	8.028019822e-06
15	8.027270571e-06
16	8.025677686e-06
17	8.025332976e-06
18	8.024167996e-06
19	8.020692726e-06
20	8.020634074e-06
21	8.020491073e-06
22	8.020025321e-06
23	8.019760688e-06
24	8.019613577e-06
25	8.01960496e-06
26	8.019085125e-06
27	8.015693593e-06
28	8.015158146e-06
29	8.014014449e-06
30	8.013414262e-06
31	8.012800194e-06
32	8.01185255e-06
33	8.011521371e-06
34	8.011421243e-06
35	8.010309216e-06
36	8.009725185e-06
37	8.009059018e-06
38	8.008632221e-06
39	8.007658734e-06
40	8.006679707e-06
41	8.004670018e-06
42	8.004617711e-06
43	8.001653976e-06
44	8.000690979e-06
45	7.99954325e-06
46	7.998925809e-06
47	7.998295659e-06
48	7.997977919e-06
49	7.994751265e-06
50	7.991340126e-06
51	7.986894296e-06
52	7.985404842e-06
53	7.983972263e-06
54	7.983768431e-06
55	7.982471491e-06
56	7.982355578e-06
57	7.982251775e-06
58	7.980814945e-06
59	7.974127819e-06
60	7.97106203e-06
61	7.97098808e-06
62	7.970741423e-06
63	7.97020919e-06
64	7.970117488e-06
65	7.969191898e-06
66	7.968286608e-06
67	7.968218924e-06
68	7.965833366e-06
69	7.963845924e-06
70	7.963352931e-06
71	7.963181073e-06
72	7.960739556e-06
73	7.960407601e-06
74	7.959589747e-06
75	7.959326663e-06
76	7.958927114e-06
77	7.958223194e-06
78	7.957914355e-06
79	7.956751588e-06
80	7.956117064e-06
81	7.955400108e-06
82	7.952785446e-06
83	7.952736418e-06
84	7.948364498e-06
85	7.948356776e-06
86	7.947947634e-06
87	7.947941958e-06
88	7.947712624e-06
89	7.947489513e-06
90	7.946135189e-06
91	7.946066875e-06
92	7.9459348e-06
93	7.945673774e-06
94	7.9453488e-06
95	7.944896787e-06
96	7.944238464e-06
97	7.94417578e-06
98	7.943747937e-06
99	7.943256511e-06
100	7.942282622e-06
101	7.940029898e-06
102	7.939958952e-06
103	7.939754448e-06
104	7.939236649e-06
105	7.937638263e-06
106	7.935119032e-06
107	7.934698043e-06
108	7.934407173e-06
109	7.93350657e-06
110	7.9334196e-06
111	7.933391576e-06
112	7.932545029e-06
113	7.932172803e-06
114	7.931705759e-06
115	7.930551279e-06
116	7.930542844e-06
117	7.92949693e-06
118	7.929334407e-06
119	7.925875395e-06
120	7.925507404e-06
121	7.923975502e-06
122	7.920614397e-06
123	7.920120729e-06
124	7.920062343e-06
125	7.919890907e-06
126	7.91976306e-06
127	7.917479802e-06
128	7.917396734e-06
129	7.916281362e-06
130	7.915919518e-06
131	7.915506127e-06
132	7.915486611e-06
133	7.912945518e-06
134	7.910967954e-06
135	7.908655945e-06
136	7.908626169e-06
137	7.908547536e-06
138	7.908079806e-06
139	7.906785462e-06
140	7.906727321e-06
141	7.90608603e-06
142	7.905910386e-06
143	7.905863058e-06
144	7.905817527e-06
145	7.90556769e-06
146	7.904406405e-06
147	7.904311698e-06
148	7.903261866e-06
149	7.902609999e-06
150	7.899748811e-06
151	7.899692775e-06
152	7.897930813e-06
153	7.895849315e-06
154	7.893032589e-06
155	7.890108039e-06
156	7.888796098e-06
157	7.887777983e-06
158	7.88728947e-06
159	7.883717148e-06
160	7.882987969e-06
161	7.881423631e-06
162	7.879925898e-06
163	7.877652161e-06
164	7.877465694e-06
165	7.877452136e-06
166	7.877123708e-06
167	7.874843844e-06
168	7.873901058e-06
169	7.870481227e-06
170	7.867880424e-06
171	7.867394498e-06
172	7.866049262e-06
173	7.865564278e-06
174	7.865188792e-06
175	7.863525328e-06
176	7.863482716e-06
177	7.863020141e-06
178	7.862103215e-06
179	7.862081021e-06
180	7.861881446e-06
181	7.861827746e-06
182	7.859146406e-06
183	7.855497817e-06
184	7.854473385e-06
185	7.853543752e-06
186	7.850276532e-06
187	7.848534716e-06
